poem_slug,author_name,poem_title,poem_link,line_index,line_text,correct_last_word,choice_1,choice_2,choice_3,choice_4,choice_5,choice_6,no_choices,target_pos
william-butler-yeats-sailing-to-byzantium,William Butler Yeats,Sailing to Byzantium,https://www.poetryfoundation.org/poems/43291/sailing-to-byzantium,4,"Fish, flesh, or fowl, commend all summer long",long,,,,,,,True,ADV
william-butler-yeats-sailing-to-byzantium,William Butler Yeats,Sailing to Byzantium,https://www.poetryfoundation.org/poems/43291/sailing-to-byzantium,5,"Whatever is begotten, born, and dies.",dies.,buys.,ties.,dies.,prize.,pies.,size.,False,NOUN
william-butler-yeats-easter-1916,William Butler Yeats,"Easter, 1916",https://www.poetryfoundation.org/poems/43289/easter-1916,0,MacDonagh and MacBride   ,MacBride,decide,beside,MacBride,abide,upside,,False,NOUN
william-butler-yeats-easter-1916,William Butler Yeats,"Easter, 1916",https://www.poetryfoundation.org/poems/43289/easter-1916,1,And Connolly and Pearse,Pearse,Pearse,Verse,Nurse,Purse,Curse,,False,NOUN
william-butler-yeats-easter-1916,William Butler Yeats,"Easter, 1916",https://www.poetryfoundation.org/poems/43289/easter-1916,2,"Now and in time to be,","be,","see,","be,",,,,,False,VERB
william-butler-yeats-easter-1916,William Butler Yeats,"Easter, 1916",https://www.poetryfoundation.org/poems/43289/easter-1916,3,"Wherever green is worn,","worn,",,,,,,,True,ADJ
william-butler-yeats-easter-1916,William Butler Yeats,"Easter, 1916",https://www.poetryfoundation.org/poems/43289/easter-1916,4,"Are changed, changed utterly:   ",utterly:,,,,,,,True,ADV
william-butler-yeats-easter-1916,William Butler Yeats,"Easter, 1916",https://www.poetryfoundation.org/poems/43289/easter-1916,5,A terrible beauty is born.,born.,,,,,,,True,VERB
william-carlos-williams-the-red-wheelbarrow,William Carlos Williams,The Red Wheelbarrow,https://www.poetryfoundation.org/poems/45502/the-red-wheelbarrow,0,so much depends,depends,depends,attends,contends,transcends,extends,,False,NOUN
william-carlos-williams-the-red-wheelbarrow,William Carlos Williams,The Red Wheelbarrow,https://www.poetryfoundation.org/poems/45502/the-red-wheelbarrow,1,upon,upon,,,,,,,True,OTHER
william-carlos-williams-the-red-wheelbarrow,William Carlos Williams,The Red Wheelbarrow,https://www.poetryfoundation.org/poems/45502/the-red-wheelbarrow,2,a red wheel,wheel,seal,heel,wheel,he'll,kneel,keel,False,NOUN
william-carlos-williams-the-red-wheelbarrow,William Carlos Williams,The Red Wheelbarrow,https://www.poetryfoundation.org/poems/45502/the-red-wheelbarrow,3,barrow,barrow,narrow,barrow,arrow,,,,False,NOUN
william-carlos-williams-the-red-wheelbarrow,William Carlos Williams,The Red Wheelbarrow,https://www.poetryfoundation.org/poems/45502/the-red-wheelbarrow,4,glazed with rain,rain,cane,chain,rain,sane,maine,pain,False,NOUN
william-carlos-williams-the-red-wheelbarrow,William Carlos Williams,The Red Wheelbarrow,https://www.poetryfoundation.org/poems/45502/the-red-wheelbarrow,5,water,water,slaughter,water,daughter,,,,False,NOUN
william-carlos-williams-the-red-wheelbarrow,William Carlos Williams,The Red Wheelbarrow,https://www.poetryfoundation.org/poems/45502/the-red-wheelbarrow,6,beside the white,white,,,,,,,True,ADJ
william-carlos-williams-the-red-wheelbarrow,William Carlos Williams,The Red Wheelbarrow,https://www.poetryfoundation.org/poems/45502/the-red-wheelbarrow,7,chickens,chickens,chickens,dickens,,,,,False,NOUN
william-carlos-williams-this-is-just-to-say,William Carlos Williams,This Is Just To Say,https://www.poetryfoundation.org/poems/56159/this-is-just-to-say,0,I have eaten,eaten,,,,,,,True,VERB
william-carlos-williams-this-is-just-to-say,William Carlos Williams,This Is Just To Say,https://www.poetryfoundation.org/poems/56159/this-is-just-to-say,1,the plums,plums,sums,drums,slums,plums,,,False,NOUN
william-carlos-williams-this-is-just-to-say,William Carlos Williams,This Is Just To Say,https://www.poetryfoundation.org/poems/56159/this-is-just-to-say,2,that were in,in,,,,,,,True,OTHER
william-carlos-williams-this-is-just-to-say,William Carlos Williams,This Is Just To Say,https://www.poetryfoundation.org/poems/56159/this-is-just-to-say,3,the icebox,icebox,,,,,,,True,NOUN
william-carlos-williams-this-is-just-to-say,William Carlos Williams,This Is Just To Say,https://www.poetryfoundation.org/poems/56159/this-is-just-to-say,4,and which,which,,,,,,,True,OTHER
william-carlos-williams-this-is-just-to-say,William Carlos Williams,This Is Just To Say,https://www.poetryfoundation.org/poems/56159/this-is-just-to-say,5,you were probably,probably,,,,,,,True,ADV
william-carlos-williams-this-is-just-to-say,William Carlos Williams,This Is Just To Say,https://www.poetryfoundation.org/poems/56159/this-is-just-to-say,6,saving,saving,shaving,saving,waving,,,,False,VERB
william-carlos-williams-this-is-just-to-say,William Carlos Williams,This Is Just To Say,https://www.poetryfoundation.org/poems/56159/this-is-just-to-say,7,for breakfast,breakfast,,,,,,,True,NOUN
william-shakespeare-tomorrow-and-tomorrow-and-tomorrow,William Shakespeare,"Tomorrow, and tomorrow, and tomorrow",https://www.poetryfoundation.org/poems/56964/speech-tomorrow-and-tomorrow-and-tomorrow,0,"Tomorrow, and tomorrow, and tomorrow,","tomorrow,","buffalo,","overthrow,","tokyo,","studio,","tomorrow,","radio,",False,NOUN
william-shakespeare-tomorrow-and-tomorrow-and-tomorrow,William Shakespeare,"Tomorrow, and tomorrow, and tomorrow",https://www.poetryfoundation.org/poems/56964/speech-tomorrow-and-tomorrow-and-tomorrow,1,"Creeps in this petty pace from day to day,","day,","spray,","day,","bay,","stray,","mae,","gray,",False,NOUN
william-shakespeare-tomorrow-and-tomorrow-and-tomorrow,William Shakespeare,"Tomorrow, and tomorrow, and tomorrow",https://www.poetryfoundation.org/poems/56964/speech-tomorrow-and-tomorrow-and-tomorrow,2,To the last syllable of recorded time;,time;,prime;,crime;,time;,lime;,i'm;,climb;,False,NOUN
william-shakespeare-tomorrow-and-tomorrow-and-tomorrow,William Shakespeare,"Tomorrow, and tomorrow, and tomorrow",https://www.poetryfoundation.org/poems/56964/speech-tomorrow-and-tomorrow-and-tomorrow,3,And all our yesterdays have lighted fools,fools,pools,tools,schools,fools,rules,pool's,False,NOUN
william-shakespeare-tomorrow-and-tomorrow-and-tomorrow,William Shakespeare,"Tomorrow, and tomorrow, and tomorrow",https://www.poetryfoundation.org/poems/56964/speech-tomorrow-and-tomorrow-and-tomorrow,4,"The way to dusty death. Out, out, brief candle!",candle!,scandal!,candle!,handle!,,,,False,NOUN
william-shakespeare-tomorrow-and-tomorrow-and-tomorrow,William Shakespeare,"Tomorrow, and tomorrow, and tomorrow",https://www.poetryfoundation.org/poems/56964/speech-tomorrow-and-tomorrow-and-tomorrow,5,"Life's but a walking shadow, a poor player,","player,","mayer,","mayor,","thayer,","player,","layer,",,False,NOUN
william-shakespeare-tomorrow-and-tomorrow-and-tomorrow,William Shakespeare,"Tomorrow, and tomorrow, and tomorrow",https://www.poetryfoundation.org/poems/56964/speech-tomorrow-and-tomorrow-and-tomorrow,6,"That struts and frets his hour upon the stage,","stage,","age,","page,","stage,","gauge,","wage,","cage,",False,NOUN
william-shakespeare-tomorrow-and-tomorrow-and-tomorrow,William Shakespeare,"Tomorrow, and tomorrow, and tomorrow",https://www.poetryfoundation.org/poems/56964/speech-tomorrow-and-tomorrow-and-tomorrow,7,And then is heard no more. It is a tale,tale,tale,they'll,nail,male,sail,fail,False,NOUN
william-shakespeare-tomorrow-and-tomorrow-and-tomorrow,William Shakespeare,"Tomorrow, and tomorrow, and tomorrow",https://www.poetryfoundation.org/poems/56964/speech-tomorrow-and-tomorrow-and-tomorrow,8,"Told by an idiot, full of sound and fury,","fury,","yuri,","fury,","jury,",,,,False,NOUN
william-shakespeare-tomorrow-and-tomorrow-and-tomorrow,William Shakespeare,"Tomorrow, and tomorrow, and tomorrow",https://www.poetryfoundation.org/poems/56964/speech-tomorrow-and-tomorrow-and-tomorrow,9,Signifying nothing.,nothing.,,,,,,,True,NOUN
william-shakespeare-sonnet-97-how-like-a-winter-hath-my-absence-been,William Shakespeare,Sonnet 97: How like a winter hath my absence been,https://www.poetryfoundation.org/poems/45107/sonnet-97-how-like-a-winter-hath-my-absence-been,0,How like a winter hath my absence been,been,,,,,,,True,VERB
william-shakespeare-sonnet-97-how-like-a-winter-hath-my-absence-been,William Shakespeare,Sonnet 97: How like a winter hath my absence been,https://www.poetryfoundation.org/poems/45107/sonnet-97-how-like-a-winter-hath-my-absence-been,1,"From thee, the pleasure of the fleeting year!",year!,deer!,we're!,ear!,fear!,year!,greer!,False,NOUN
william-shakespeare-sonnet-97-how-like-a-winter-hath-my-absence-been,William Shakespeare,Sonnet 97: How like a winter hath my absence been,https://www.poetryfoundation.org/poems/45107/sonnet-97-how-like-a-winter-hath-my-absence-been,2,"What freezings have I felt, what dark days seen!",seen!,,,,,,,True,VERB
william-shakespeare-sonnet-97-how-like-a-winter-hath-my-absence-been,William Shakespeare,Sonnet 97: How like a winter hath my absence been,https://www.poetryfoundation.org/poems/45107/sonnet-97-how-like-a-winter-hath-my-absence-been,3,What old December's bareness everywhere!,everywhere!,anywhere!,everywhere!,,,,,False,ADV
william-shakespeare-sonnet-97-how-like-a-winter-hath-my-absence-been,William Shakespeare,Sonnet 97: How like a winter hath my absence been,https://www.poetryfoundation.org/poems/45107/sonnet-97-how-like-a-winter-hath-my-absence-been,4,"And yet this time remov'd was summer's time,","time,","time,","lime,","i'm,","climb,","crime,",,False,NOUN
william-shakespeare-sonnet-97-how-like-a-winter-hath-my-absence-been,William Shakespeare,Sonnet 97: How like a winter hath my absence been,https://www.poetryfoundation.org/poems/45107/sonnet-97-how-like-a-winter-hath-my-absence-been,5,"The teeming autumn, big with rich increase,","increase,","patrice,","police,","luis,","decrease,","maurice,","increase,",False,NOUN
william-shakespeare-sonnet-97-how-like-a-winter-hath-my-absence-been,William Shakespeare,Sonnet 97: How like a winter hath my absence been,https://www.poetryfoundation.org/poems/45107/sonnet-97-how-like-a-winter-hath-my-absence-been,6,"Bearing the wanton burthen of the prime,","prime,",,,,,,,True,ADJ
william-shakespeare-sonnet-97-how-like-a-winter-hath-my-absence-been,William Shakespeare,Sonnet 97: How like a winter hath my absence been,https://www.poetryfoundation.org/poems/45107/sonnet-97-how-like-a-winter-hath-my-absence-been,7,Like widow'd wombs after their lords' decease:,decease:,maurice:,patrice:,decease:,police:,luis:,release:,False,NOUN
william-shakespeare-sonnet-97-how-like-a-winter-hath-my-absence-been,William Shakespeare,Sonnet 97: How like a winter hath my absence been,https://www.poetryfoundation.org/poems/45107/sonnet-97-how-like-a-winter-hath-my-absence-been,8,Yet this abundant issue seem'd to me,me,three,she,me,,,,False,OTHER
william-shakespeare-sonnet-97-how-like-a-winter-hath-my-absence-been,William Shakespeare,Sonnet 97: How like a winter hath my absence been,https://www.poetryfoundation.org/poems/45107/sonnet-97-how-like-a-winter-hath-my-absence-been,9,But hope of orphans and unfather'd fruit;,fruit;,shoot;,cute;,suit;,fruit;,root;,route;,False,NOUN
william-shakespeare-sonnet-97-how-like-a-winter-hath-my-absence-been,William Shakespeare,Sonnet 97: How like a winter hath my absence been,https://www.poetryfoundation.org/poems/45107/sonnet-97-how-like-a-winter-hath-my-absence-been,10,"For summer and his pleasures wait on thee,","thee,","thee,","bee,","sea,","tree,","tea,","mee,",False,NOUN
william-shakespeare-sonnet-97-how-like-a-winter-hath-my-absence-been,William Shakespeare,Sonnet 97: How like a winter hath my absence been,https://www.poetryfoundation.org/poems/45107/sonnet-97-how-like-a-winter-hath-my-absence-been,11,"And thou away, the very birds are mute;",mute;,,,,,,,True,ADJ
william-shakespeare-sonnet-97-how-like-a-winter-hath-my-absence-been,William Shakespeare,Sonnet 97: How like a winter hath my absence been,https://www.poetryfoundation.org/poems/45107/sonnet-97-how-like-a-winter-hath-my-absence-been,12,"Or if they sing, 'tis with so dull a cheer",cheer,cheer,queer,peer,fear,spear,ear,False,NOUN
william-shakespeare-sonnet-97-how-like-a-winter-hath-my-absence-been,William Shakespeare,Sonnet 97: How like a winter hath my absence been,https://www.poetryfoundation.org/poems/45107/sonnet-97-how-like-a-winter-hath-my-absence-been,13,"That leaves look pale, dreading the winter's near.",near.,,,,,,,True,OTHER
william-shakespeare-shall-i-compare-thee-to-a-summers-day,William Shakespeare,Shall I compare thee to a summer’s day?,https://www.poetryfoundation.org/poems/45087/sonnet-18-shall-i-compare-thee-to-a-summers-day,0,Shall I compare thee to a summer’s day?,day?,hay?,hey?,ole?,prey?,lay?,day?,False,NOUN
william-shakespeare-shall-i-compare-thee-to-a-summers-day,William Shakespeare,Shall I compare thee to a summer’s day?,https://www.poetryfoundation.org/poems/45087/sonnet-18-shall-i-compare-thee-to-a-summers-day,1,Thou art more lovely and more temperate:,temperate:,,,,,,,True,NOUN
william-shakespeare-shall-i-compare-thee-to-a-summers-day,William Shakespeare,Shall I compare thee to a summer’s day?,https://www.poetryfoundation.org/poems/45087/sonnet-18-shall-i-compare-thee-to-a-summers-day,2,"Rough winds do shake the darling buds of May,","May,","Pay,","Ray,","Way,","Sway,","May,","Prey,",False,NOUN
william-shakespeare-shall-i-compare-thee-to-a-summers-day,William Shakespeare,Shall I compare thee to a summer’s day?,https://www.poetryfoundation.org/poems/45087/sonnet-18-shall-i-compare-thee-to-a-summers-day,3,And summer’s lease hath all too short a date;,date;,state;,plate;,weight;,fate;,gate;,date;,False,NOUN
william-shakespeare-shall-i-compare-thee-to-a-summers-day,William Shakespeare,Shall I compare thee to a summer’s day?,https://www.poetryfoundation.org/poems/45087/sonnet-18-shall-i-compare-thee-to-a-summers-day,4,"Sometime too hot the eye of heaven shines,","shines,","signs,","kinds,","wines,","shines,","lines,","mines,",False,NOUN
william-shakespeare-shall-i-compare-thee-to-a-summers-day,William Shakespeare,Shall I compare thee to a summer’s day?,https://www.poetryfoundation.org/poems/45087/sonnet-18-shall-i-compare-thee-to-a-summers-day,5,And often is his gold complexion dimm'd;,dimm'd;,,,,,,,True,NOUN
william-shakespeare-shall-i-compare-thee-to-a-summers-day,William Shakespeare,Shall I compare thee to a summer’s day?,https://www.poetryfoundation.org/poems/45087/sonnet-18-shall-i-compare-thee-to-a-summers-day,6,"And every fair from fair sometime declines,","declines,","declines,","combines,","defines,","designs,","confines,",,False,NOUN
william-shakespeare-shall-i-compare-thee-to-a-summers-day,William Shakespeare,Shall I compare thee to a summer’s day?,https://www.poetryfoundation.org/poems/45087/sonnet-18-shall-i-compare-thee-to-a-summers-day,7,By chance or nature’s changing course untrimm'd;,untrimm'd;,,,,,,,True,ADJ
william-wordsworth-i-wandered-lonely-as-a-cloud,William Wordsworth,I wandered Lonely as a Cloud,https://www.poetryfoundation.org/poems/45521/i-wandered-lonely-as-a-cloud,0,I wandered lonely as a cloud,cloud,loud,cloud,vowed,proud,,,False,NOUN
william-wordsworth-i-wandered-lonely-as-a-cloud,William Wordsworth,I wandered Lonely as a Cloud,https://www.poetryfoundation.org/poems/45521/i-wandered-lonely-as-a-cloud,1,"That floats on high o'er vales and hills,","hills,","fills,","pills,","bills,","hills,","mills,","skills,",False,NOUN
william-wordsworth-i-wandered-lonely-as-a-cloud,William Wordsworth,I wandered Lonely as a Cloud,https://www.poetryfoundation.org/poems/45521/i-wandered-lonely-as-a-cloud,2,"When all at once I saw a crowd,","crowd,","proud,","vowed,","loud,","crowd,",,,False,NOUN
william-wordsworth-i-wandered-lonely-as-a-cloud,William Wordsworth,I wandered Lonely as a Cloud,https://www.poetryfoundation.org/poems/45521/i-wandered-lonely-as-a-cloud,3,"A host, of golden daffodils;",daffodils;,,,,,,,True,NOUN
william-wordsworth-i-wandered-lonely-as-a-cloud,William Wordsworth,I wandered Lonely as a Cloud,https://www.poetryfoundation.org/poems/45521/i-wandered-lonely-as-a-cloud,4,"Beside the lake, beneath the trees,","trees,","knees,","cheese,","keys,","trees,","she's,","frieze,",False,NOUN
william-wordsworth-i-wandered-lonely-as-a-cloud,William Wordsworth,I wandered Lonely as a Cloud,https://www.poetryfoundation.org/poems/45521/i-wandered-lonely-as-a-cloud,5,Fluttering and dancing in the breeze.,breeze.,he's.,breeze.,ease.,knees.,tease.,seas.,False,NOUN
mary-oliver-wild-geese,Mary Oliver,Wild Geese,https://www.poetryfoundation.org/poems/58880/wild-geese-56d222a04e8ec,0,You do not have to be good.,good.,,,,,,,True,ADJ
mary-oliver-wild-geese,Mary Oliver,Wild Geese,https://www.poetryfoundation.org/poems/58880/wild-geese-56d222a04e8ec,1,You do not have to walk on your knees,knees,fees,she's,knees,seize,squeeze,bees,False,NOUN
mary-oliver-wild-geese,Mary Oliver,Wild Geese,https://www.poetryfoundation.org/poems/58880/wild-geese-56d222a04e8ec,2,for a hundred miles through the desert repenting.,repenting.,,,,,,,True,NOUN
mary-oliver-wild-geese,Mary Oliver,Wild Geese,https://www.poetryfoundation.org/poems/58880/wild-geese-56d222a04e8ec,3,You only have to let the soft animal of your body,body,,,,,,,True,NOUN
mary-oliver-wild-geese,Mary Oliver,Wild Geese,https://www.poetryfoundation.org/poems/58880/wild-geese-56d222a04e8ec,4,love what it loves.,loves.,,,,,,,True,VERB
mary-oliver-wild-geese,Mary Oliver,Wild Geese,https://www.poetryfoundation.org/poems/58880/wild-geese-56d222a04e8ec,5,"Tell me about despair, yours, and I will tell you mine.",mine.,,,,,,,True,VERB
mary-oliver-wild-geese,Mary Oliver,Wild Geese,https://www.poetryfoundation.org/poems/58880/wild-geese-56d222a04e8ec,6,Meanwhile the world goes on.,on.,,,,,,,True,OTHER
mary-oliver-wild-geese,Mary Oliver,Wild Geese,https://www.poetryfoundation.org/poems/58880/wild-geese-56d222a04e8ec,7,Meanwhile the sun and the clear pebbles of the rain,rain,stain,drain,reign,rain,train,wayne,False,NOUN
mary-oliver-wild-geese,Mary Oliver,Wild Geese,https://www.poetryfoundation.org/poems/58880/wild-geese-56d222a04e8ec,8,"are moving across the landscapes,","landscapes,",,,,,,,True,NOUN
mary-oliver-wild-geese,Mary Oliver,Wild Geese,https://www.poetryfoundation.org/poems/58880/wild-geese-56d222a04e8ec,9,"over the prairies and the deep trees,","trees,","trees,","freeze,","he's,","seize,","please,","cheese,",False,NOUN
mary-oliver-wild-geese,Mary Oliver,Wild Geese,https://www.poetryfoundation.org/poems/58880/wild-geese-56d222a04e8ec,10,the mountains and the rivers.,rivers.,,,,,,,True,NOUN
mary-oliver-wild-geese,Mary Oliver,Wild Geese,https://www.poetryfoundation.org/poems/58880/wild-geese-56d222a04e8ec,11,"Meanwhile the wild geese, high in the clean blue air,","air,","glare,","air,","flair,","baer,","bare,","stare,",False,NOUN
mary-oliver-wild-geese,Mary Oliver,Wild Geese,https://www.poetryfoundation.org/poems/58880/wild-geese-56d222a04e8ec,12,are heading home again.,again.,,,,,,,True,ADV
mary-oliver-wild-geese,Mary Oliver,Wild Geese,https://www.poetryfoundation.org/poems/58880/wild-geese-56d222a04e8ec,13,"Whoever you are, no matter how lonely,","lonely,",,,,,,,True,ADV
mary-oliver-wild-geese,Mary Oliver,Wild Geese,https://www.poetryfoundation.org/poems/58880/wild-geese-56d222a04e8ec,14,"the world offers itself to your imagination,","imagination,","specialization,","collaboration,","association,","anticipation,","imagination,","evacuation,",False,NOUN
mary-oliver-wild-geese,Mary Oliver,Wild Geese,https://www.poetryfoundation.org/poems/58880/wild-geese-56d222a04e8ec,15,"calls to you like the wild geese, harsh and exciting -",-,,,,,,,True,NOUN
mary-oliver-wild-geese,Mary Oliver,Wild Geese,https://www.poetryfoundation.org/poems/58880/wild-geese-56d222a04e8ec,16,over and over announcing your place,place,place,chase,pace,face,brace,grace,False,NOUN
mary-oliver-wild-geese,Mary Oliver,Wild Geese,https://www.poetryfoundation.org/poems/58880/wild-geese-56d222a04e8ec,17,in the family of things.,things.,kings.,brings.,strings.,king's.,things.,sings.,False,NOUN
the-beatles-all-you-need-is-love,The Beatles,All You Need Is Love,,0,There's nothing you can do that can't be done,done,run,done,,,,,False,VERB
the-beatles-all-you-need-is-love,The Beatles,All You Need Is Love,,1,Nothing you can sing that can't be sung,sung,,,,,,,True,VERB
the-beatles-all-you-need-is-love,The Beatles,All You Need Is Love,,2,"Nothing you can say, but you can learn",learn,,,,,,,True,VERB
the-beatles-all-you-need-is-love,The Beatles,All You Need Is Love,,3,How to play the game,game,dame,claim,aim,blame,name,game,False,NOUN
the-beatles-all-you-need-is-love,The Beatles,All You Need Is Love,,4,It's easy,easy,,,,,,,True,ADJ
carole-king-i-feel-the-earth-move,Carole King,I Feel the Earth Move,,0,I feel the Earth move under my feet,feet,wheat,beat,feet,neat,meat,street,False,NOUN
carole-king-i-feel-the-earth-move,Carole King,I Feel the Earth Move,,1,I feel the sky tumblin' down,down,,,,,,,True,ADV
carole-king-i-feel-the-earth-move,Carole King,I Feel the Earth Move,,2,I feel my heart start to tremblin',tremblin',,,,,,,True,VERB
carole-king-i-feel-the-earth-move,Carole King,I Feel the Earth Move,,3,Whenever you're around,around,,,,,,,True,OTHER
carole-king-i-feel-the-earth-move,Carole King,I Feel the Earth Move,,4,"Ooh, baby, when I see your face",face,bass,face,case,chase,place,space,False,NOUN
carole-king-i-feel-the-earth-move,Carole King,I Feel the Earth Move,,5,Mellow as the month of May,May,Bay,Day,Jay,May,Stray,Pay,False,NOUN
carole-king-i-feel-the-earth-move,Carole King,I Feel the Earth Move,,6,"Oh, darlin', I can't stand it",it,,,,,,,True,OTHER
carole-king-i-feel-the-earth-move,Carole King,I Feel the Earth Move,,7,When you look at me that way,way,bey,ole,gay,ray,bay,way,False,NOUN
prince-prince,Prince,Prince,,0,I never meant to cause you any sorrow,sorrow,,,,,,,True,VERB
prince-prince,Prince,Prince,,1,I never meant to cause you any pain,pain,crane,stain,cane,pain,vein,maine,False,NOUN
prince-prince,Prince,Prince,,2,I only wanted one time to see you laughing,laughing,,,,,,,True,VERB
prince-prince,Prince,Prince,,3,I only wanted to see you laughing in the purple rain,rain,rain,vein,reign,jane,wayne,maine,False,NOUN
prince-prince,Prince,Prince,,4,"Purple rain, purple rain",rain,rain,lane,crane,reign,spain,vein,False,NOUN
prince-prince,Prince,Prince,,5,"Purple rain, purple rain",rain,grain,shayne,vain,plane,rain,maine,False,NOUN
prince-prince,Prince,Prince,,6,"Purple rain, purple rain",rain,gain,reign,rain,cane,sane,stain,False,NOUN
prince-prince,Prince,Prince,,7,I only wanted to see you bathing in the purple rain,rain,vein,rain,brain,plane,payne,stain,False,NOUN
amanda-gorman-the-hill-we-climb,Amanda Gorman,The Hill We Climb,https://www.cnbc.com/2021/01/20/amanda-gormans-inaugural-poem-the-hill-we-climb-full-text.html,0,"And every known nook of our nation and every corner called our country, our people diverse and beautiful, will emerge battered and beautiful.",beautiful.,,,,,,,True,ADJ
amanda-gorman-the-hill-we-climb,Amanda Gorman,The Hill We Climb,https://www.cnbc.com/2021/01/20/amanda-gormans-inaugural-poem-the-hill-we-climb-full-text.html,1,"When day comes, we step out of the shade aflame and unafraid.",unafraid.,,,,,,,True,NOUN
amanda-gorman-the-hill-we-climb,Amanda Gorman,The Hill We Climb,https://www.cnbc.com/2021/01/20/amanda-gormans-inaugural-poem-the-hill-we-climb-full-text.html,2,The new dawn blooms as we free it.,it.,,,,,,,True,OTHER
amanda-gorman-the-hill-we-climb,Amanda Gorman,The Hill We Climb,https://www.cnbc.com/2021/01/20/amanda-gormans-inaugural-poem-the-hill-we-climb-full-text.html,3,"For there is always light, if only we’re brave enough to see it.",it.,,,,,,,True,OTHER
amanda-gorman-the-hill-we-climb,Amanda Gorman,The Hill We Climb,https://www.cnbc.com/2021/01/20/amanda-gormans-inaugural-poem-the-hill-we-climb-full-text.html,4,If only we’re brave enough to be it.,it.,,,,,,,True,OTHER
adrienne-rich-aunt-jennifers-tigers,Adrienne Rich,Aunt Jennifer's Tigers,https://writing.upenn.edu/~afilreis/88v/rich-jennifer-tiger.html,0,"Aunt Jennifer's tigers prance across a screen,","screen,","jean,","screen,","dean,","clean,","queen,","mean,",False,NOUN
adrienne-rich-aunt-jennifers-tigers,Adrienne Rich,Aunt Jennifer's Tigers,https://writing.upenn.edu/~afilreis/88v/rich-jennifer-tiger.html,1,Bright topaz denizens of a world of green.,green.,,,,,,,True,ADJ
adrienne-rich-aunt-jennifers-tigers,Adrienne Rich,Aunt Jennifer's Tigers,https://writing.upenn.edu/~afilreis/88v/rich-jennifer-tiger.html,2,They do not fear the men beneath the tree;,tree;,sea;,tree;,lee;,plea;,cod;,knee;,False,NOUN
adrienne-rich-aunt-jennifers-tigers,Adrienne Rich,Aunt Jennifer's Tigers,https://writing.upenn.edu/~afilreis/88v/rich-jennifer-tiger.html,3,They pace in sleek chivalric certainty.,certainty.,,,,,,,True,NOUN
adrienne-rich-aunt-jennifers-tigers,Adrienne Rich,Aunt Jennifer's Tigers,https://writing.upenn.edu/~afilreis/88v/rich-jennifer-tiger.html,4,Aunt Jennifer's finger fluttering through her wool,wool,bull,wool,,,,,False,NOUN
adrienne-rich-aunt-jennifers-tigers,Adrienne Rich,Aunt Jennifer's Tigers,https://writing.upenn.edu/~afilreis/88v/rich-jennifer-tiger.html,5,Find even the ivory needle hard to pull.,pull.,,,,,,,True,VERB
adrienne-rich-aunt-jennifers-tigers,Adrienne Rich,Aunt Jennifer's Tigers,https://writing.upenn.edu/~afilreis/88v/rich-jennifer-tiger.html,6,The massive weight of Uncle's wedding band,band,band,sand,strand,stand,brand,land,False,NOUN
adrienne-rich-aunt-jennifers-tigers,Adrienne Rich,Aunt Jennifer's Tigers,https://writing.upenn.edu/~afilreis/88v/rich-jennifer-tiger.html,7,Sits heavily upon Aunt Jennifer's hand.,hand.,stand.,sand.,land.,strand.,hand.,brand.,False,NOUN
adrienne-rich-aunt-jennifers-tigers,Adrienne Rich,Aunt Jennifer's Tigers,https://writing.upenn.edu/~afilreis/88v/rich-jennifer-tiger.html,8,"When Aunt is dead, her terrified hands will lie",lie,lie,buy,,,,,False,VERB
adrienne-rich-aunt-jennifers-tigers,Adrienne Rich,Aunt Jennifer's Tigers,https://writing.upenn.edu/~afilreis/88v/rich-jennifer-tiger.html,9,Still ringed with ordeals she was mastered by.,by.,by.,why.,,,,,False,OTHER
adrienne-rich-aunt-jennifers-tigers,Adrienne Rich,Aunt Jennifer's Tigers,https://writing.upenn.edu/~afilreis/88v/rich-jennifer-tiger.html,10,The tigers in the panel that she made,made,weighed,made,,,,,False,VERB
adrienne-rich-aunt-jennifers-tigers,Adrienne Rich,Aunt Jennifer's Tigers,https://writing.upenn.edu/~afilreis/88v/rich-jennifer-tiger.html,11,"Will go on prancing, proud and unafraid.",unafraid.,,,,,,,True,NOUN
seamus-heaney-digging,Seamus Heaney,Digging,https://www.poetryfoundation.org/poems/47555/digging,0,Between my finger and my thumb   ,thumb,thumb,sum,dumb,slum,plumb,hum,False,NOUN
seamus-heaney-digging,Seamus Heaney,Digging,https://www.poetryfoundation.org/poems/47555/digging,1,The squat pen rests; snug as a gun.,gun.,son.,ton.,fun.,spun.,sun.,gun.,False,NOUN
seamus-heaney-digging,Seamus Heaney,Digging,https://www.poetryfoundation.org/poems/47555/digging,2,"Under my window, a clean rasping sound   ",sound,wound,sound,pound,bound,'round,found,False,NOUN
seamus-heaney-digging,Seamus Heaney,Digging,https://www.poetryfoundation.org/poems/47555/digging,3,When the spade sinks into gravelly ground:   ,ground:,mound:,round:,ground:,bound:,found:,'round:,False,NOUN
seamus-heaney-digging,Seamus Heaney,Digging,https://www.poetryfoundation.org/poems/47555/digging,4,"My father, digging. I look down",down,,,,,,,True,ADV
seamus-heaney-digging,Seamus Heaney,Digging,https://www.poetryfoundation.org/poems/47555/digging,5,Till his straining rump among the flowerbeds   ,flowerbeds,,,,,,,True,NOUN
